channel_id,talk_id,ts,thread_ts,talk_user,text,date
CJZ0QGKRB,5ab1fd40-b8c8-4b24-a82e-942bf390ac2c,1566383251.0007,,UHEH8KZ7W,"レポートを更新しました！かくしょうじ住職の細川様から応援メッセージを頂きました！
<https://faavo.jp/tokyochofufuchu/project/3989/report/24761#pj-single-nav>",2019-08-21
CJZ0QGKRB,07774cd6-f37b-4303-96ad-e7f2830f3b85,1566430650.0001,,UGQV9DXRC,こちらです,2019-08-21
CJZ0QGKRB,6a3963bc-fc1d-41e8-bfda-0f4705f549ab,1566431929.0001,,UGQV9DXRC,スポルアップ様へのジェラート取材メールです,2019-08-21
CJZ0QGKRB,38ae85bd-e93a-4bd9-981e-61f75fd3cdc6,1566432056.0013,,UGQV9DXRC,"<@UHFLB6JPR> 
*以下の内容で良いか確認お願いします*

【拡散または支援の呼びかけ】

〜完了済〜

・アメフト部保護者メール
（8/20）
・アメフト部OBメール
（8/20）

〜今後予定〜

・調布周辺の飲食店
:arrow_right:食神、笑顔、そら豆、カレンド、アグニ、麒麟飯店

・学校関係者
:arrow_right:トレ場、多摩グラ管理人、図書館、ハルモニア、生協

・大河原研究室の近くの研究室

・研究被験者にお願い
:arrow_right:主に大河原研究室

・協賛してくれている会社

・高齢者ウォーキングサークル（調布市健康づくり始める会）
:arrow_right:ネットでの振り込みができない場合の対処必要

・調和SHC倶楽部

・各自バイト先

・まゆみさん
:arrow_right:いつもアメフト部のtwitterに反応してくれる方、リクシルの広報（？）

・かくしょうじボランティアの方々

〜検討〜

・グランマサラー
:arrow_right:当初はこちらからは何も呼びかけをしないつもりでしたが、その必要も考え直す
DMでの拡散協力送る

・ACA

・合宿の取引している会社",2019-08-21
CJZ0QGKRB,a35459f8-7d8e-49b6-bb35-2bfc83817a9c,1566432112.0024,,UGQV9DXRC,予定や検討の部分についてokでしたら、日程の検討にうつりたいとのことです,2019-08-21
CJZ0QGKRB,e1ab6002-fa79-41df-8b25-6a7c83ae94a8,1566439509.0003,,UHFLB6JPR,進めてください,2019-08-21
CJZ0QGKRB,3ff26f2c-8642-4b79-8fec-c74aebb482c7,1566439875.0009,,UHEH8KZ7W,支援してくださった方々へのメッセージ送信完了しました,2019-08-21
CJZ0QGKRB,500640f8-38bf-4db3-ada6-3c3d65ca5707,1566439902.0011,,UGQV9DXRC,ありがとう！,2019-08-21
CJZ0QGKRB,29b51f73-6166-4af3-b5e8-6b29bd2c3a07,1566440063.0032,,UGQV9DXRC,"<@UHEH8KZ7W>
お願いしていたかくしょうじの動画レポートなんだけど、埋め込みって言うのは下ページのiframeタグを使って動画自体がページでみれるようにするやつなのー
まだ試してみてなかったらやってみてもらえる？

<https://itlogs.net/youtube-embed/>",2019-08-21
CJZ0QGKRB,6a9a9435-f7c2-42de-b876-2fed6d586bce,1566440176.0036,,UHEH8KZ7W,了解です。取り掛かります。,2019-08-21
CJZ0QGKRB,026264cb-80d8-40a4-a687-c5ca34999762,1566440413.0038,,UHEH8KZ7W,完了しました。,2019-08-21
CJZ0QGKRB,7ad52def-48ba-4ce9-adc0-856528633c64,1566443325.0045,,UGQV9DXRC,確認しました、ありがとうー！,2019-08-21
CJZ0QGKRB,ffdee4f8-d0f9-4b6e-8799-f95f948a66b4,1566443362.0052,,UGQV9DXRC,そっちの方が見やすいと思うので、今後も更新の時はお願いします！,2019-08-21
CJZ0QGKRB,8f3608e1-ea46-41de-8504-0d5b30d419ee,1564758008.0013,,UGQV9DXRC,"リターン品について、アメフト部が追記をしてくれましたので共有させていただきます。
イヤーブックのみ追加、ネックストラップはなしの方向のようです。
<https://faavo.jp/preview/projectview?preview_key=9b8066399c8b47ad7043552bae54e1e341794033cfed972698114e0ab5ca0ca0>

スポルアップ様のお写真が良ければ公開できる状態です。",2019-08-02
CJZ0QGKRB,c3d5d6d7-7957-4d6e-8e69-918fbfa34125,1564799977.0028,,UGQV9DXRC,"<@UHFLB6JPR> 
こども食堂参加者募集のポスターですが、今年も業者に頼んで印刷となりますでしょうか？
8/15のかくしょうじで配布を予定している為、関係者への確認も含め作成期限を決めたいと思っています。",2019-08-02
CJZ0QGKRB,a0d4e2af-df48-4b74-9169-382f12cdf4aa,1564800544.0038,,UHFLB6JPR,"業者に印刷を頼みます
５日はみてください",2019-08-02
CJZ0QGKRB,60dd8538-c7a6-41cc-a263-4bdc889dfded,1564800624.0054,,UGQV9DXRC,では来週金曜日に印刷に出す事を期限として、火曜日には訂正を送らせていただきます。,2019-08-02
CJZ0QGKRB,8df8ba0a-b9c0-4830-bf0d-fbf463cb0cca,1568958756.0001,,UGQV9DXRC,アメフト部反省,2019-09-19
CJZ0QGKRB,a6f295f9-8bc4-4a3f-8a4b-85df8ba130b6,1566465494.001,,UGQV9DXRC,"<@UHFLB6JPR> 

新しいアクションについて、アメフト部が月曜日からクラウドファンディングのチラシの配布を始めたいとの事です",2019-08-22
CJZ0QGKRB,c88baccc-2c39-4530-8f30-15943e929b06,1566465603.0026,,UGQV9DXRC,"チラシは配布と壁はりを検討しているそうで、自分達で印刷して良いか許可がほしいそうです

デザインは昨年のものを変更して使う予定です",2019-08-22
CJZ0QGKRB,aaac677e-3f24-421e-8212-0f05120a2e6b,1566465964.003,,UHFLB6JPR,ok,2019-08-22
CJZ0QGKRB,f5cdb90a-e07b-4f5c-b87f-ab4c8c187a72,1566531405.0001,,UGQV9DXRC,ジェラート見学、9/6になりそうです,2019-08-22
CJZ0QGKRB,ee4db219-21b2-4241-a2a5-e731747c4aed,1566532692.001,,UHFLB6JPR,"よろしく
アメフト部のみ参加ね",2019-08-22
CJZ0QGKRB,a213c332-322c-4ba9-8cc4-81de2c5ba4b3,1566532838.0014,,UGQV9DXRC,"はい、そうなります
人数は今調整してもらってます",2019-08-22
CJZ0QGKRB,63bb4c6b-7b1f-4088-aee6-1d8802084bf6,1564627360.0001,,UGQV9DXRC,"概要図についてはこちらで最終版としたいと思います。
ご査収ください。",2019-07-31
CJZ0QGKRB,6ea86b4d-b6b0-4d74-a88b-e0e21884424f,1564639022.0008,,UGQV9DXRC,"現状のこども食堂cfプレビューです
<https://faavo.jp/preview/projectview?preview_key=9b8066399c8b47ad7043552bae54e1e341794033cfed972698114e0ab5ca0ca0>",2019-07-31
