channel_id,talk_id,talk_user,reaction_user,emoji,date
CGNPXKKNC,7dadeee4-0785-4af5-ba9a-c9cd578ac804,UHFLB6JPR,UGQV9DXRC,heart_eyes,2019-04-12
CGNPXKKNC,7dadeee4-0785-4af5-ba9a-c9cd578ac804,UHFLB6JPR,UGQ2ENZD0,heart_eyes,2019-04-12
CGNPXKKNC,7dadeee4-0785-4af5-ba9a-c9cd578ac804,UHFLB6JPR,UHC5VBV5E,heart_eyes,2019-04-12
CGNPXKKNC,7dadeee4-0785-4af5-ba9a-c9cd578ac804,UHFLB6JPR,UHEH8KZ7W,heart_eyes,2019-04-12
CGNPXKKNC,7dadeee4-0785-4af5-ba9a-c9cd578ac804,UHFLB6JPR,UHFLC6N4X,heart_eyes,2019-04-12
CGNPXKKNC,7dadeee4-0785-4af5-ba9a-c9cd578ac804,UHFLB6JPR,UHG1M1NQ6,heart_eyes,2019-04-12
CGNPXKKNC,14b2a6b5-d997-41be-91cd-fd116a99efad,UGQ2ENZD0,UGQV9DXRC,koki_good,2019-04-01
CGNPXKKNC,14b2a6b5-d997-41be-91cd-fd116a99efad,UGQ2ENZD0,UGPH97FDW,koki_good,2019-04-01
CGNPXKKNC,14b2a6b5-d997-41be-91cd-fd116a99efad,UGQ2ENZD0,UHEH8KZ7W,koki_good,2019-04-01
CGNPXKKNC,14b2a6b5-d997-41be-91cd-fd116a99efad,UGQ2ENZD0,UGQV9DXRC,the_fatal_smile,2019-04-01
CGNPXKKNC,14b2a6b5-d997-41be-91cd-fd116a99efad,UGQ2ENZD0,UGPH97FDW,the_fatal_smile,2019-04-01
CGNPXKKNC,14b2a6b5-d997-41be-91cd-fd116a99efad,UGQ2ENZD0,UHEH8KZ7W,the_fatal_smile,2019-04-01
CGNPXKKNC,6ca51a65-1ac0-454a-9f0b-9ab065124b7e,UHFLB6JPR,UGQ2ENZD0,thinking_face,2019-03-29
CGNPXKKNC,6ca51a65-1ac0-454a-9f0b-9ab065124b7e,UHFLB6JPR,UHC5VBV5E,clap,2019-03-29
CGNPXKKNC,6ca51a65-1ac0-454a-9f0b-9ab065124b7e,UHFLB6JPR,UGQV9DXRC,rolling_on_the_floor_laughing,2019-03-29
CGNPXKKNC,526050de-c3d7-43c3-b01b-a0200fe15517,UHC5VBV5E,UGPH97FDW,koki_good,2019-07-04
CGNPXKKNC,769196dd-2337-4987-9b9f-6fc9a3bd545f,UHG1M1NQ6,UHC5VBV5E,trophy,2019-05-24
CGNPXKKNC,769196dd-2337-4987-9b9f-6fc9a3bd545f,UHG1M1NQ6,UGQV9DXRC,trophy,2019-05-24
CGNPXKKNC,4c55bb08-44f0-4532-9a02-4d865212bdd8,UGQV9DXRC,UHC5VBV5E,writing_hand,2019-05-08
CGNPXKKNC,a9b8aee3-9420-4e84-9853-8d031d1b739d,UGQV9DXRC,UHC5VBV5E,man-bowing,2019-04-22
CGNPXKKNC,73c7cad6-d498-46a3-b0d7-5a0060756f93,UGPH97FDW,UGQV9DXRC,dancer,2019-04-17
CGNPXKKNC,9161f5f6-df7b-464b-a22c-d70eeefc3922,UGQV9DXRC,UGQ2ENZD0,man-bowing,2019-03-07
CGNPXKKNC,999b082a-d0b2-49ae-af8f-632df8e9885c,UGQV9DXRC,UGQ2ENZD0,man-bowing,2019-03-30
CGNPXKKNC,999b082a-d0b2-49ae-af8f-632df8e9885c,UGQV9DXRC,UHEH8KZ7W,man-bowing,2019-03-30
CGNPXKKNC,999b082a-d0b2-49ae-af8f-632df8e9885c,UGQV9DXRC,UHC5VBV5E,custom_shochi,2019-03-30
CGNPXKKNC,6c7fcc01-8571-4e2c-93ea-5f239ea7332b,UGQV9DXRC,UHEH8KZ7W,male-technologist,2019-06-26
CGNPXKKNC,6c7fcc01-8571-4e2c-93ea-5f239ea7332b,UGQV9DXRC,UHEH8KZ7W,man-bowing,2019-06-26
CGNPXKKNC,4764fe74-bedd-4001-bd1f-dff4dd8974cd,UGQV9DXRC,UGQ2ENZD0,man-gesturing-ok,2019-03-05
CGNPXKKNC,fb13c64e-b69f-49d9-987b-490c0d6e1217,UGQ2ENZD0,UGQV9DXRC,custom_ok,2019-03-22
CGNQF4DTJ,1af40b96-ac9c-405d-b104-c0a844c9aef6,UGQV9DXRC,UGQV9DXRC,heavy_check_mark,2019-04-12
CGNQF4DTJ,aa49b2a4-655f-4afc-9510-2c2a436f6757,UHFLB6JPR,UGQV9DXRC,custom_shochi,2019-07-20
CGNQF4DTJ,cfb98f72-3d25-405c-bcfd-a9d4c8f4e40f,UGQV9DXRC,UGQV9DXRC,heavy_check_mark,2019-07-29
CGNQF4DTJ,917d5104-0bb1-4931-8ca9-b1dc9a820fad,UGQV9DXRC,UGQV9DXRC,heavy_check_mark,2019-07-29
CGNQF4DTJ,61d02560-95e3-4e64-9934-7099328e6038,UGQV9DXRC,UGQV9DXRC,heavy_check_mark,2019-07-29
CGNQF4DTJ,0275852f-d9ca-40de-8a03-d46dfdb9c217,UGQV9DXRC,UGQV9DXRC,heavy_check_mark,2019-07-29
CGNQF4DTJ,64a6e127-f0fc-4bf8-b186-fae38b8a7738,UGQV9DXRC,UGQV9DXRC,heavy_check_mark,2019-07-28
CGNQF4DTJ,63a734aa-8c5d-485a-8539-6e47655519a9,UHFLB6JPR,UGQV9DXRC,custom_shochi,2019-07-19
CGNQF4DTJ,fda74e05-5e45-4494-8d84-d666b6dc12a1,UGQV9DXRC,UGQV9DXRC,heavy_check_mark,2019-07-31
CGNQF4DTJ,16740d30-8455-4917-99a6-67184b59c233,UGQV9DXRC,UGQV9DXRC,heavy_check_mark,2019-07-31
