channel_id,talk_id,ts,thread_ts,talk_user,text,date
CGPF92V7E,2c363ec6-ddd3-493a-a017-b846b2a5e829,1561340598.0004,,UGQV9DXRC,今日病院なので不在,2019-06-23
CGPF92V7E,bf232403-e62d-43a4-a648-1995c83d8879,1558621951.0011,,UHG1M1NQ6,明日のゼミですが家庭の事情のため欠席します。申し訳ございません。来週のどこかで相談させてください。,2019-05-23
CGPF92V7E,d8513ed6-2f8f-4bea-9c80-8570b54b664f,1558877124.002,,UGQV9DXRC,明日午前は不在です,2019-05-26
CGPF92V7E,58fed87e-aa27-4b06-95d7-61e21dd2a0c7,1558938222.0005,,UGQV9DXRC,"明日の午前は就活で不在
午後は終わり次第参加します",2019-05-26
CGPF92V7E,cc1938d9-513b-4380-9d76-c093fa57e73f,1564387904.0001,,UGQV9DXRC,中間発表スケジュール,2019-07-29
CGPF92V7E,94009018-a77f-44bc-8771-82271d0c8be6,1564455474.0022,,UGQV9DXRC,"申し訳ない
貧血が酷く今日はお休みさせてください

<@UGPH97FDW> 
来週の課題の更新と木金の運動教室のメンバー確認をお願いします:bow:",2019-07-29
CGPF92V7E,12595e16-7351-437e-9f29-3ede5934b8e5,1564459769.0028,,UHFLB6JPR,ゼミの場所教えて,2019-07-29
CGPF92V7E,a9183a19-91ed-45aa-9bb7-ef555c4b71ca,1564459797.0033,,UGPH97FDW,学生部屋です,2019-07-29
CGPF92V7E,f2f86474-20a3-4f65-a04e-c798de655945,1559052821.0014,,UGQV9DXRC,"今日は参加できずすみませんでした:bow:
そして明日と明後日も就活で不在の予定:bow:
金曜日は終日いれます、がんばる",2019-05-28
CGPF92V7E,9efa1b67-3279-4c3d-b5f4-0d638c495cbb,1556265975.0002,1555985743.0006,UHC5VBV5E,間違えて後期のシートに前期分を書いていたので訂正しました…,2019-04-26
CGPF92V7E,cecf8063-1607-444a-be0b-1eeb3674d37c,1555286411.0001,,USLACKBOT,リマインダー : 木曜日：5階のロッカーと棚を廃棄&amp;机をチェック,2019-04-14
CGPF92V7E,3e48cfdd-065d-4570-9bb5-afebef80296a,1560824050.0026,,UGQV9DXRC,"<@UHG1M1NQ6> <@UHC5VBV5E>
今週木曜日
こども食堂ボランティアです
こども食堂の時間の流れ、持ち物、参加の心得は#meetingにまとめてあるのでチェックしてね
*参加の心得は必ず読むこと！*

<https://ohkawaralab.slack.com/archives/CGPSV31U5/p1560823911001700>",2019-06-17
CGPF92V7E,5ef04f22-1b04-462b-812b-6cee722d78b0,1563408024.0001,,USLACKBOT,リマインダー : ゼミで話す事がある人はいますか？,2019-07-17
CGPF92V7E,dd96f125-b28d-454b-9a65-badca024aedb,1563846249.0023,,UHG1M1NQ6,体調不良のため今日のゼミ行けません。先週に引き続き申し訳ございません。統計学習と進捗のファイルはアップロード済みなのでご確認ください。よろしくお願いします。,2019-07-22
CGPF92V7E,d94bff13-d4c2-46ab-83af-6d8fd516f851,1563847360.0049,,UHEH8KZ7W,"すいません。原因が分からないのですが、腹痛が酷く、ずっとうずくまってる状態なので今日学生ゼミを休ませて頂きます。
本当にすいません。",2019-07-22
CGPF92V7E,0e4e5ed5-d5d0-4e3d-bc11-679a944f8a52,1563847902.0059,,UGQV9DXRC,"同じくすみません
発熱のためお休みさせていただきます:bow::bow:",2019-07-22
CGPF92V7E,5f394b35-c74f-443c-af46-982be355ead6,1563849399.0062,,UHFLB6JPR,今日は大河原の部屋でやりましょう,2019-07-22
CGPF92V7E,3d5f5c4d-b1ba-4815-893c-b23c706fe49e,1563857333.0077,,UGPH97FDW,今週の金曜日は先生が法事でいらっしゃらないので、学生ゼミという形で今日出来なかったことなどをします。,2019-07-22
CGPF92V7E,cd18ffa8-bfe0-4242-bac2-93bb5ff6b04b,1555985741.0004,,UGQV9DXRC,至急これに追記しておくれー,2019-04-22
CGPF92V7E,7c3bb839-c804-444e-8bce-16d85519e3c7,1555985743.0006,1555985743.0006,UGQV9DXRC,<https://docs.google.com/spreadsheets/d/1Vn787wutIYBgWQyi2jMevFY-1SXqvk_Y6v6KRDX6bVU/edit?usp=drivesdk>,2019-04-22
CGPF92V7E,9bb35916-1558-435b-902c-a1e605f427ae,1555985750.0013,,UGQV9DXRC,授業日程↑,2019-04-22
CGPF92V7E,43e387fc-1f25-4126-92e9-483bd8c0d7e3,1557460561.0005,,UGPH97FDW,ゼミ3階です,2019-05-09
CGPF92V7E,93bbcb6e-74fd-4a73-8559-1a88a94605f5,1556181104.0001,1556066410.0001,UHFLC6N4X,火曜は大丈夫ですが金曜は日によって難しい時があります,2019-04-25
CGPF92V7E,1981997b-eddc-469d-9363-24fa1c3f0474,1556183483.0006,1556066410.0001,UHFLB6JPR,理由は？,2019-04-25
CGPF92V7E,7df52c8d-a96a-42a1-9135-23c3cfb22572,1556185493.0032,1556066410.0001,UHFLB6JPR,ゼミは必修単位が出されるものであることは理解してもらいたいです,2019-04-25
CGPF92V7E,32ecbf43-e8ab-4d8e-bf91-72b94bf1d563,1556200067.0001,1556066410.0001,UHFLC6N4X,5限Finまでの時間であれば金曜も問題ないです。よろしくお願いします,2019-04-25
CGPF92V7E,8626e2ff-fa92-4c97-8573-23610cee9c51,1559804571.0008,,UGQV9DXRC,明日面接になってしまったのでゼミに出れません:sob::sob:申し訳ありません:bow:,2019-06-06
CGPF92V7E,730f8f9c-9c09-4cce-ab25-e04c4165e05c,1559866759.001,,UHG1M1NQ6,家庭の事情のため10分ほど遅れてしまうかもしれません。申し訳ございません。,2019-06-06
CGPF92V7E,b732fee3-09ee-4107-aa4c-e554d86660ad,1559868664.0025,,UHFLC6N4X,用事が今さっき済みましたので11時前には着きます。すみません。,2019-06-06
CGPF92V7E,005efe2a-595e-4230-9c15-2f50cfced4c6,1559868745.0034,,UHFLB6JPR,"今日、雨のために体育の授業をしなくてよくなったので、時間を変更してもいいです。
午後でもいいし、11時とかでもいいし",2019-06-06
CGPF92V7E,13a65ea5-c1cc-40cf-8471-7d120a699e5d,1559868824.004,,UGQ2ENZD0,ありがとうございます．学生の方で調整します,2019-06-06
CGPF92V7E,ea0213ef-5e32-4691-bf0f-256abe0ea5dc,1559868843.0043,,UHFLB6JPR,決めたらすぐ連絡して,2019-06-06
CGPF92V7E,ef141cc0-b887-472d-b5f4-47021d332773,1559869048.0052,,UHEH8KZ7W,学生で話し合った結果11時からゼミを行いたいです。よろしいでしょうか？,2019-06-06
CGPF92V7E,295206bc-3be4-4aec-9cd4-b7a5c355bbd4,1559869398.0056,,UHFLB6JPR,11時でお願いします。,2019-06-06
CGPF92V7E,6b8d98c2-eebe-4125-9c6e-ceb5b6ce436f,1559869799.0062,,UGQ2ENZD0,本日のゼミは602で行います．,2019-06-06
CGPF92V7E,c44cde35-d205-4414-9f5c-198656c18306,1562634157.001,,UGQV9DXRC,甥が熱出したので面接後直帰します、課題はドライブにあげてある:sob:,2019-07-08
CGPF92V7E,9ec6b56b-6eb7-4da6-9a7a-e989eade2375,1562634281.0019,,UHFLB6JPR,"岡田は学生ゼミに参加する予定ですか？
本人以外でも知っていれば",2019-07-08
CGPF92V7E,9ad32642-c912-40ff-b1c1-cf1a4f2a9a61,1562634322.0026,,UGQV9DXRC,そのようです,2019-07-08
CGPF92V7E,09781c63-5a9d-485b-9533-16d0d94fd421,1562634392.0037,,UHFLB6JPR,"もし鈴木さんも岡田も参加できないのであれば今日の学生ゼミは中止でいいと思います。
その代わり、大河原に個別に相談しにきてもらっていいです。
希望者は連絡してください。",2019-07-08
CGPF92V7E,b3bff531-d79c-4c9f-bde4-fffee5c10078,1562634429.004,,UGQV9DXRC,承知しました、ありがとうございます,2019-07-08
CGPF92V7E,f9f8d04f-7699-4c39-ae83-58e63020adab,1562640804.0053,,UHFLB6JPR,"せっかくなので、13時に学生部屋に行きます
今日来てる人は待機してて",2019-07-08
CGPF92V7E,db904cbb-369e-41ba-8371-97388b0d35e0,1562642324.0079,,UGPH97FDW,"すみません。行くつもりでしたが、疲労がしんどいので今日はお休みします。
明日は2限もあるので午前中から行く予定です。",2019-07-08
CGPF92V7E,a8ee030d-03ff-4283-8a81-a50e2305acb8,1559613694.0004,1559613694.0004,UGQV9DXRC,今週のゼミは10時～です,2019-06-03
CGPF92V7E,45fdfe3e-1aca-4076-9c49-8d0ead4b7cf0,1559613730.0005,1559613694.0004,UGQ2ENZD0,金曜2限は講義なので出席できません．申し訳ありません,2019-06-03
CGPF92V7E,a6a4baf4-b063-470a-a684-f39f8a7eb395,1557823273.0021,,UGQV9DXRC,"明日のセンサにかんするMTG
<https://ohkawaralab.slack.com/archives/CGT0P68RL/p1557207745005700>

持ち物
アクチグラフ、カメハチ、ヒートフラックスのセンサ、オムロン
アクチライフ入りのPC

学生は9時半にラボ目指す～",2019-05-14
