channel_id,talk_id,ts,thread_ts,talk_user,text,date
CH7LZJZ89,bd99f1e1-b5fe-41c7-a679-024d6befcb18,1554169258.0009,1554169258.0009,UGQV9DXRC,"伊藤さん卒論
<https://drive.google.com/file/d/0ByyB_HXyImqVWnJQZV83aFp6U1E/view?usp=drivesdk>",2019-04-01
CH7LZJZ89,e538d4ea-f5b8-411b-8aa7-f4b440e6d5fe,1554177676.0018,,UGQV9DXRC,"<https://docs.google.com/file/d/10kow-N2wxNtSJl53NW2aUUaY9h6x_B0i/edit?usp=docslist_api&amp;filetype=mspresentation>

健康支援学会ポスター",2019-04-01
CH7LZJZ89,c015c6a6-b83e-43a4-b942-828a8392bda8,1554180226.0023,1554169258.0009,UGQV9DXRC,<https://drive.google.com/open?id=1hcKHP1eYSiAZjx3MWqK_UCLruYJL1PcS>,2019-04-01
CH7LZJZ89,0278295c-59ac-4eda-91ec-59d8c42d86ce,1554180234.0029,1554169258.0009,UGQV9DXRC,こっちが修論,2019-04-01
CH7LZJZ89,bc2882b6-5624-4ffe-81a1-26844a7a431c,1558013194.0001,,UHC5VBV5E,2019/05/16現在の実験データについて理解したところ,2019-05-16
CH7LZJZ89,b9b9be3b-ec32-4bb4-8164-2436fddbc09b,1558674706.0001,,UGQV9DXRC,,2019-05-23
CH7LZJZ89,1b492210-2125-446d-9697-c1e1ce789e1b,1558675167.0004,,UGQV9DXRC,こっちが最新？,2019-05-23
CH7LZJZ89,101a8f0b-0fbc-48d8-85f6-8525dc97f574,1559042020.0004,1559042020.0004,UHFLB6JPR,軽森さんが女性？,2019-05-28
CH7LZJZ89,24137d6c-37c6-4b69-abfc-2a868c4c7125,1559060763.0005,1559042020.0004,UHC5VBV5E,"大変遅くなりすみません。
そうです",2019-05-28
CH7LZJZ89,9785041e-4597-4a0a-b6ba-93eedf17029d,1559061356.001,1559042020.0004,UHC5VBV5E,メールの方確認するようにします,2019-05-28
