channel_id,talk_id,ts,thread_ts,talk_user,text,date
CJB682ZV1,d60731b8-2165-4103-82ae-829151836380,1558521468.0028,,UGQ2ENZD0,明日かくしょうじの運動教室に向かいますが、一緒に来る人がいたら連絡お願いします。,2019-05-22
CJB682ZV1,b0f96743-0f02-48ea-938c-ab772256866e,1558588928.0023,1558588928.0023,UGQ2ENZD0,"本日，覚證寺の運動教室に参加してまいりました．
リーダーは下條さん，工藤さん，寺井さんの3名で，参加者は指導者と私を含めず8名でした．
次回の教室は6/6で，下條さんが来れないので誰かきていただけると嬉しいとのことです．",2019-05-22
CJB682ZV1,a60f5e47-8e57-4de3-ad99-91af18f9c170,1558588950.0024,1558588928.0023,UGQ2ENZD0,6/6は私が行こうと考えています．,2019-05-22
CJB682ZV1,91d56ff9-c3a1-4ca0-b52a-89b1591da57a,1560244605.0028,,UGQ2ENZD0,"木曜日の西部地域福祉センターで行う運動教室には，私と岡田先輩，福田くんの3人の学生が参加します．
時間は14:00-15:30ですが，学生は
*13:00* までに研究室に集合してください．荷物等を持ち，徒歩でセンターまで向かいます．",2019-06-11
CJB682ZV1,c9214903-6112-405a-87bc-1ef4adc1efa5,1560244700.0038,,UHFLB6JPR,3人だけになった？,2019-06-11
CJB682ZV1,a5a8db5b-bb3c-40fc-9564-6a78b27efe4d,1560244812.005,,UGQ2ENZD0,はい．都竹くん，根本くん，野澤くんは都合により参加できず，鈴木さんも面接のため参加できないとのことです．,2019-06-11
CJB682ZV1,189239df-9520-4cdf-abe6-018fbb3d2e4a,1560244854.0053,,UHFLB6JPR,中田は？,2019-06-11
CJB682ZV1,28156b6f-ddee-403f-8d69-493f8ede06f4,1560244883.0057,,UGQ2ENZD0,講義により参加できないそうです,2019-06-11
CJB682ZV1,b51bcb32-bb48-4dc1-a6be-ed1456c1bb3a,1560426030.0038,,UGQ2ENZD0,"本日の西部地域福祉センターの運動教室には大河原先生のほか，岡田先輩，清水，福田くんが参加しました．
高齢者の参加者は20名程度でした．
ステップを60分の後に，頭の体操と単語作りゲームをいたしました．

来週の6/20(木)も14:00-15:30で運動教室を実施するので，参加可能な学生は極力参加してください．
集合は *13:00* に研究室です． *16:00* 頃に大学に戻ります．",2019-06-13
CJB682ZV1,d94d209d-ef75-4c34-9610-d3c22eba9189,1559800994.0008,,UGQ2ENZD0,本日は私と都竹くんでかくしょうじの運動教室に行ってまいりました．参加者は11名でした,2019-06-05
CJB682ZV1,05b29ae8-91f0-4909-83de-987886f5fc06,1558412731.0004,,UGQV9DXRC,<https://ohkawaralab.slack.com/archives/GHDG13EFJ/p1558054282002100>,2019-05-20
CJB682ZV1,94565327-570e-4499-9420-128635a0a9b8,1558412962.0035,,UGQV9DXRC,"*基本情報*
&gt;・かくしょうじ：木曜、10時-11時
&gt;　リーダー：工藤さん
&gt;　担当：鈴木
&gt;・らくえん深大寺：金曜、10時-11時半
&gt;　リーダー：松崎さん
&gt;　担当：岡田

参加人数については別途更新します",2019-05-20
CJB682ZV1,5322b89e-66ca-4679-bf2e-c8c89dda57b3,1558413364.0073,1558413364.0073,UGQV9DXRC,"*現状シフト*
|          |  木曜かくしょうじ  |  金曜らくえん深大寺  |
|          | ----------------------- | -------------------------- |
|  6月  |        清水、都竹       |           岡田、福田          |
|  7月  |        鈴木、野澤       |           根本、福田          |
|  8月  |        清水、岡田       |           都竹、野澤          |",2019-05-20
CJB682ZV1,3108f792-1a33-446b-aca3-e67df48a9be8,1562814601.0024,,UHFLB6JPR,"西部地域福祉センター
スクエアステップ教室　14：00－15：00
7月11日（木）、７月18日（木）
8月8日（木）、8月15日（木）
少なくとも9月、10月あたりまでは月2回の指導予定
大河原1人でいきます",2019-07-10
