channel_id,talk_id,ts,thread_ts,talk_user,text,date
CHHRNNY4E,e1e09e2c-ec57-46c9-9fe7-251137166fe2,1578368939.001,,UGQV9DXRC,"被験者募集(鈴木)
声掛け中：男子1人
ok：女子3人(内藤さん1/8水11時、田淵さん1/10金14時、城戸さん1/10金14時)
　　男子1人(粟島君1/10金14時)",2020-01-06
CHHRNNY4E,c222e7c8-8a35-446b-995f-1fd7e3ee39d0,1578378214.0025,,UGQV9DXRC,"女子3人からokもらったので上に追記しました！
卒論チェックしたやつはリンクに置いたよ
<https://drive.google.com/open?id=1R-RKk7cX2hs7VWGiUlLNdae4XdMBRjFr>",2020-01-06
CHHRNNY4E,0dea8e8d-bce2-490e-bd82-2cc5ab5a5869,1578378831.0034,,UGQV9DXRC,"3階の部屋とり
訂正：1/8の午前は授業で使えないそうです",2020-01-06
CHHRNNY4E,98c59b5b-2dcb-4c89-9e37-4d5504fc1953,1578382391.0049,,UGQV9DXRC,"602が明日の11-12時でとれました
鍵を7階事務室まで時間前に受け取りに行く",2020-01-06
CHHRNNY4E,5b7bf6ff-3783-4673-b301-77daa2026431,1568796932.0011,,UHEH8KZ7W,2019/09/18　改定ver,2019-09-18
CHHRNNY4E,1b91c63f-c41b-46b6-84f7-e74283d99ca9,1568797216.0018,,UHFLB6JPR,わーどで送って,2019-09-18
CHHRNNY4E,86f145c1-3a5e-472c-83ed-ed8e4ca3e336,1568803551.0007,,UHEH8KZ7W,承知しました。家に帰り次第word形式で上げます。,2019-09-18
CHHRNNY4E,0e6f2339-e31f-46ae-bef3-eb81bbbf1242,1568807100.0025,,UHFLB6JPR,"水色の蛍光で目立つようにしてるでしょ
できるだけ色なしで強調できるように工夫するといいです
みんな白黒で印刷するから",2019-09-18
CHHRNNY4E,40cd962d-c2f4-4a2a-ae89-e8e8052664dc,1568807127.0032,,UHFLB6JPR,図2はこのままでいいので,2019-09-18
CHHRNNY4E,f15c9100-fda2-480d-8d62-bee43a14cfe3,1568807129.0033,,UHEH8KZ7W,承知しました,2019-09-18
CHHRNNY4E,9316b1b9-3b06-4be6-bd7b-ea051aee03c1,1568810167.0019,,UHFLB6JPR,"抄録に関して大幅な修正はないから安心して
明日の午前中までには返信できる予定です",2019-09-18
CHHRNNY4E,ce55b912-39cb-4346-b74a-33223b08b56b,1568811286.002,,UHEH8KZ7W,"水色の蛍光部分を修正しました。
2019/09/18　21:54",2019-09-18
CHHRNNY4E,0f6a0be0-ee65-44ee-9c2f-f7a603e5afe9,1568811820.0028,,UHFLB6JPR,ok 明日までに返信します,2019-09-18
CHHRNNY4E,fdd96425-a2a9-4e7e-a594-8de5f4886e40,1568846322.0001,,UHFLB6JPR,,2019-09-18
CHHRNNY4E,eaca38ec-e32d-4e0f-8451-b65b91519009,1568853855.0004,,UHEH8KZ7W,修正ありがとうございます。,2019-09-18
CHHRNNY4E,2abd39aa-e2d8-4ac5-8a84-f7ce7a564ced,1568864042.0018,,UHEH8KZ7W,<@UHFLB6JPR> 修正が完了しましたので、ご確認をもう1度お願いします。3.分析方法を自分の解釈で少し変更致しましたので、そちらの確認もよろしくお願いします。,2019-09-18
CHHRNNY4E,ea3aebd2-f619-474d-8fa2-5d30cb4fee51,1568869818.0022,,UHEH8KZ7W,<https://www.ncbi.nlm.nih.gov/pubmed/?term=Happiness%2C+income+satiation+and+turning+points+around+the+world+Andrew+T.+Jebb%2C+Louis+Tay%2C+Ed+Diener+%26+Shigehiro+Oishi+Nature+Human+Behaviour+2%2C+33-38+(2018)>,2019-09-18
CHHRNNY4E,4681f9a7-28b3-4df1-8d4e-cf243cb61f13,1568869918.0025,,UHEH8KZ7W,<https://www.jstage.jst.go.jp/article/jph/51/10/51_845/_pdf>,2019-09-18
CHHRNNY4E,9fd922cc-ad08-45a8-98ec-799c2ded3573,1567436382.008,,UGQV9DXRC,"福田くんは中間詳録の背景を書くにあたって先行研究や分析手法を調べるって話だったよね

明日のゼミでは、
先行研究をどう調べようと思ってるか岡田くんと相談+私も知りたいのでここに投稿してほしい！

①どんな論文や文献を探したいのか
②どう見つける、検索するのか？
　先行研究は何かの文献から辿るのか
　それとも検索するのか
　検索語彙は決まってるのか

この二点は知っておきたいので、決めてたら教えてほしいし、まだなら相談してください～",2019-09-02
CHHRNNY4E,ab4bd0f4-da70-45db-8ce5-2e9c88120810,1575364654.0001,,UHFLB6JPR,,2019-12-03
CHHRNNY4E,4b7520b6-7b53-4582-9aa1-b5a728502717,1575364732.0016,,UHFLB6JPR,"<@UHEH8KZ7W> <@UGQV9DXRC>
てにをはは直したんですが、学会発表における実践報告の形（内容）になっていないです。
明日にでも一度相談したいです。",2019-12-03
CHHRNNY4E,3f1308ad-3513-46b5-bf8a-15d316fd7d6c,1575378685.0003,,UGQV9DXRC,明日いつでも大丈夫です,2019-12-03
CHHRNNY4E,83435698-db4c-4616-bd05-9d0d2086ff5e,1575415644.0013,,UGQV9DXRC,11時には大学着けるので、先生と福田くんの合う時間に合流します:bow:,2019-12-03
CHHRNNY4E,0d87cb08-8838-40f2-8b48-892a4bd830a6,1575416504.0008,,UHEH8KZ7W,自分はその前につきそうなので自分も何時でも大丈夫です。,2019-12-03
CHHRNNY4E,e9579ba4-343b-42be-aeb7-ed403c2eb1f7,1575421600.0008,,UHFLB6JPR,11時に部屋来てください,2019-12-03
CHHRNNY4E,990d5d18-2e19-4987-9870-36ab7057bfaa,1575422931.0003,,UHEH8KZ7W,承知しました！,2019-12-03
CHHRNNY4E,9ff55e71-8b8c-485d-be42-a84d26e4b632,1575426395.0004,,UHFLB6JPR,<@UGQV9DXRC> <@UHEH8KZ7W>,2019-12-03
CHHRNNY4E,3e3857b0-fe70-4b88-864f-6e663049a44c,1572580912.0001,,UHEH8KZ7W,,2019-10-31
CHHRNNY4E,c3b75767-8b51-4ac6-bb12-d7ec9e238910,1572582375.0004,,UHEH8KZ7W,,2019-10-31
