channel_id,talk_id,ts,thread_ts,talk_user,text,date
CGRTJDWA1,25d31d30-5e01-4b2d-80c9-70eac97f95d9,1564736243.0016,,UGPH97FDW,今日調子が良くなくて出来なかったので、明日大学に行って資料作成取り組みます。すみません。,2019-08-02
CGRTJDWA1,6f820b45-86dd-4d72-a62c-9e9f4a9516e2,1566989648.0006,,UGPH97FDW,anovaの結果を追加しました,2019-08-28
CGRTJDWA1,8f7398c3-444b-4620-afe4-7c19dfc16473,1564628474.0001,,UGPH97FDW,,2019-07-31
CGRTJDWA1,3feab168-77ac-4a91-8512-af0a76775f5e,1567667029.0013,,UHFLB6JPR,"勝川先生との相談でいくつか宿題が出ました。
修正したポスターを日曜日9月8日（日）23時までに送ってください。",2019-09-05
CGRTJDWA1,bc5f2095-fee3-4239-9c89-8af0729324c8,1569184904.0001,,UGPH97FDW,"ホームページに書いてあった形式に沿って作りました。
ご確認お願いします。",2019-09-22
CGRTJDWA1,7801699b-9074-4110-8150-06d506c8e1a8,1568376696.0028,,UGPH97FDW,,2019-09-13
CGRTJDWA1,c938ae0e-4f50-4afd-9786-f5a3253a646d,1566892973.0001,,UGPH97FDW,,2019-08-27
CGRTJDWA1,22c4b4d2-1d2f-4b0e-b166-6765089e920c,1566892988.0008,,UGPH97FDW,プラハ資料です。,2019-08-27
CGRTJDWA1,356275af-e083-4403-b23f-57806f0c9170,1566912351.0009,,UGPH97FDW,先行研究を調べたところ、医療費系でカッパ係数に触れている論文が見つかった。が、どう比較すればよいか悩み中。,2019-08-27
CGRTJDWA1,171c090d-3ded-420b-9157-554e137bd43d,1566912521.0012,,UGPH97FDW,"レイアウトは多少直せました。
精度同士のanovaは、100回の検討の結果を改めて全部引っ張ることが必要で、出来そうなのだが、今日中には間に合いませんでした。",2019-08-27
CGRTJDWA1,5643a1dd-5b63-4652-9b6b-203dbf6b4836,1566975340.0005,,UHFLB6JPR,ポスターもう少し粘って修正してください,2019-08-27
CGRTJDWA1,8ba7ec3a-cbe0-4ac8-9e2a-dc610f5f6671,1568087417.0001,,UGQV9DXRC,"訂正の例とアドバイスを加えました
線の細さは他とのバランスもあると思うのでみんなの話を聞いてみてー",2019-09-09
CGRTJDWA1,97d69573-b38d-4cb8-a775-cd4782495422,1568088577.0064,,UGQV9DXRC,"特徴量ひとつの場合の精度、の所を説明文中ではもう少し丁寧に書くと場が埋まる？と思って書いてみたけどいいのが思い浮かばない～～
10個の特徴量の中から学習機に組み込む特徴量を選択する方法として、特徴量の順位付けを行った。特徴量を順位付けする為に、1つの特徴量のみを用いて学習器の精度を求める作業を繰り返し、個々の特徴量の性能を測った。",2019-09-09
CGRTJDWA1,9f564837-cea8-4471-88c8-9a0943ffbb1d,1568088602.007,,UGQV9DXRC,特徴量ひとつの場合の精度って書いてあるのに、図はひとつじゃなくて足し合わせだから違和感があるのかな？と思ったりなどした,2019-09-09
CGRTJDWA1,3b780d24-77fc-4060-ac3d-a53f14405d9f,1568168463.0001,,UGPH97FDW,"鈴木さんの意見をもとに直しました。
方法のところにWrapper methodの説明があるので、結果では入れていません。",2019-09-10
CGRTJDWA1,cb157452-168a-4b58-a757-a7819acfd35f,1569933246.0003,1569848927.0002,UGPH97FDW,おおお,2019-10-01
CGRTJDWA1,9eaf4c4a-3469-499a-b1ac-510410e46a55,1565353077.0028,,UGPH97FDW,"現段階です。結果など書く内容は抄録の範囲だとここまでです。
レイアウトなどはまだ規定がわからないのであまり気にしていません。",2019-08-09
CGRTJDWA1,4421430a-cddf-4ee3-80b6-73ea058b078c,1568291471.0027,,UGPH97FDW,"今やっているのはGFR区分の予測
Wrapper methodを試していて個数ごとの特徴量の抽出待ち。１時間以上待ってまだ一つも出せていない。
あと数時間はかかりそうなので、今日は帰宅。
明日来て結果が出ていたら、いい感じ",2019-09-12
CGRTJDWA1,c016b2c6-47e5-40b7-b1be-65a2b0eb2ecf,1564821952.0001,,UGPH97FDW,遅くなりました。,2019-08-03
CGRTJDWA1,1a527569-554b-4a06-bec7-86f6d750b43a,1568193117.0004,,UHFLB6JPR,,2019-09-11
CGRTJDWA1,c3bbd840-0b05-4d05-9eec-8ddbd7c0d760,1568207647.0015,,UGPH97FDW,"悩んでいたファイルメーカーの操作が解決した。
明日には、たぶん結果も出せそう。",2019-09-11
CGRTJDWA1,edf88bbb-6770-45ff-ba38-1787a7364656,1569848927.0002,1569848927.0002,UGQV9DXRC,<https://marvin.news/7371/amp?__twitter_impression=true>,2019-09-30
CGRTJDWA1,e2610000-fb1b-443c-8200-ddae6aa48aaf,1565234288.0004,,UHFLB6JPR,8月29日（木）、9月5日（木）は予定あいてる？,2019-08-07
CGRTJDWA1,14f69c80-cfd0-43a0-9b6f-51d4f4793b01,1565234380.0006,,UGPH97FDW,あいてます。,2019-08-07
CGRTJDWA1,ab0dcec5-20ff-42f0-b24d-eebcc47af37c,1565234398.0009,,UHFLB6JPR,今大学いる？,2019-08-07
CGRTJDWA1,39961650-4646-4237-9690-a01da3feaa3f,1565234423.0014,,UGPH97FDW,すみません。45分くらいに着きます。,2019-08-07
CGRTJDWA1,6fc6e52a-010e-46ca-8fb7-aaf628c26ea8,1565234459.0017,,UHFLB6JPR,午前中は何かあったの？,2019-08-07
CGRTJDWA1,03eb6353-5ec6-4abc-a0cb-a6dbc6958151,1565234618.0022,,UGPH97FDW,家庭の用事がありました。,2019-08-07
CGRTJDWA1,a7334cbd-244b-4521-8a3f-5d94d8e47449,1565235903.0026,,UHFLB6JPR,"OK
頼むぞ",2019-08-07
CGRTJDWA1,2e897595-ad96-47f6-bdef-f3ed235fd26d,1564989664.0005,,UGPH97FDW,"体力医学会情報

3084675 ポスター その他の生理科学的研究 P-3-140 9月21日(土) 11:00-12:00 J会場",2019-08-05
CGRTJDWA1,17a71ff3-19b1-4dab-af15-08fcb793dd53,1567937402.0001,,UGPH97FDW,"申し訳ありません。ポスター期限を明日の13時までに伸ばして頂きたいです。

今日大学で作業をしていたのですが、ECSSの時から使っていたデータには服薬、病気の判定情報を用いていなく、追加するためにファイルメーカーでデータセットを1から作り直す必要があり、再現に大きく時間がかかってしまってしまいました。
現在エクセルに出すところまで出来たのですが、フリーズしてしまい、困っています。
レイアウトや文章の中身もまだ見れていません。",2019-09-08
